"TARGET_DT0","INDEX_VALUE1","TOTAL_EA2","TOTAL_VOLUME3","ANT4","FOREIGNER5","COMPANY6","INVEST_BANK7","INVEST_TRUST8","PENSION_FUND9"
"2020.02.11",2223.12,526211,6611195,-2204,-940,3182,2201,-48,1009
"2020.02.12",2238.38,632462,6892197,460,-2175,1489,1643,-283,113
"2020.02.13",2232.96,638666,8121197,-39,2768,-3278,-1458,-442,-1089
"2020.02.14",2243.59,597224,6379565,-11,937,-1086,-1096,-236,384
"2020.02.17",2242.17,458247,5639200,1960,-2294,139,100,-515,553
"2020.02.18",2208.88,470424,6411451,7671,-3054,-5281,-3126,-1106,-1029
"2020.02.19",2210.34,591155,7107033,1600,-2203,-118,67,-366,337
"2020.02.20",2195.5,709563,7677672,1924,1117,-3356,-2868,-149,-311
"2020.02.21",2162.84,635474,7105856,2837,2180,-5350,-3397,-511,-1503
"2020.02.24",2079.04,948620,9315474,6084,-7816,1916,713,136,586
"2020.02.25",2103.61,1565588,8952278,6103,-7688,1135,-251,270,783
"2020.02.26",2076.77,810937,8060327,7886,-8735,237,-1032,103,732
"2020.02.27",2054.89,562775,7241174,3465,-3968,-19,-1411,350,849
"2020.02.28",1987.01,671551,9927960,2299,-6337,3576,3867,-337,-53
"2020.03.02",2002.51,528103,7811002,4616,-7860,2703,967,1362,-190
"2020.03.03",2014.15,615692,8687846,7090,-3072,-4474,-5257,608,-127
"2020.03.04",2059.33,606287,7829192,-38,1506,-1706,-2345,344,181
"2020.03.05",2085.26,675205,7954349,3213,-1459,-2016,-3152,-214,1391
"2020.03.06",2040.22,865588,7233537,7915,-5637,-2625,-4545,-628,2239
"2020.03.09",1954.77,666868,8796943,12800,-13075,-463,-3813,-805,3933
"2020.03.10",1962.93,638564,9133693,3114,-9897,6113,5035,-964,1816
"2020.03.11",1908.27,679716,8598096,10886,-6835,-4838,-3584,-866,-313
"2020.03.12",1834.33,850344,11309953,5388,-8891,2756,1714,263,341
"2020.03.13",1771.44,1035277,13376937,4463,-11629,5848,-470,197,5730
"2020.03.16",1714.86,682003,8593833,9263,-6786,-3465,-5307,-314,2227
"2020.03.17",1672.44,649779,9709076,6010,-10031,3502,2807,-571,1819
"2020.03.18",1591.2,728007,9576387,9136,-5058,-5145,-3531,-962,-470
"2020.03.19",1457.64,977674,11932492,2421,-6149,2898,1893,-2119,3797
"2020.03.20",1566.15,817021,10632970,2004,-5832,3116,-57,651,1949
"2020.03.23",1482.46,647528,9645271,9200,-6405,-3611,-2737,-1475,645
"2020.03.24",1609.97,679288,10481447,-4623,-823,5024,933,1722,2196
"2020.03.25",1704.76,872808,12612287,4283,-3230,-948,-485,-625,-1
"2020.03.26",1686.24,992473,12374197,7166,-5307,-2138,-2124,-386,240
"2020.03.27",1717.73,1077526,12851932,1731,-3724,1300,-98,-101,1483
"2020.03.30",1717.12,767776,9081049,1986,-4272,2236,79,375,1333
"2020.03.31",1754.64,1037488,13905369,3845,-711,-2901,-2431,-531,67
"2020.04.01",1685.46,1243590,12110507,11508,-5752,-6199,-2720,-1344,-1981
"2020.04.02",1724.86,766313,10152244,2700,-6233,3599,865,436,2023
"2020.04.03",1725.44,1000086,10153714,3487,-2883,-833,-1498,75,429
"2020.04.06",1791.88,1219388,10957483,-8430,-2019,10361,6285,1037,2699
"2020.04.07",1823.6,951738,11628935,1492,-1951,329,461,146,-177
"2020.04.08",1807.14,907493,11126542,4520,-1345,-2820,-3614,260,404
"2020.04.09",1836.21,920570,10517358,2941,-1783,-1296,-2190,1642,-677
"2020.04.10",1860.7,992548,12009988,2520,-558,-2059,-3775,-445,2110
"2020.04.13",1825.76,1017751,9516704,7588,-2920,-4576,-3802,-992,390
"2020.04.14",1857.08,886766,9995854,-4530,-317,4679,1801,367,2420
"2020.04.16",1857.07,878338,10710793,3888,-5687,1363,-1004,-11,2297
"2020.04.17",1914.53,1667459,14127722,-6057,3186,2356,1109,713,865
"2020.04.20",1898.36,1087463,11915932,9560,-4980,-4849,-3840,-315,-548
"2020.04.21",1879.38,1174293,13863164,7094,-5282,-1904,-1835,-399,406
"2020.04.22",1896.15,820359,9428672,3178,-355,-3098,-3544,-529,1380
"2020.04.23",1914.73,683719,9124271,-156,-1062,1000,-533,509,981
"2020.04.24",1889.01,933917,9647344,6328,-2307,-4231,-2229,-537,-1403
"2020.04.27",1922.77,735662,8171668,-5492,183,5279,3059,67,1909
"2020.04.28",1934.09,1173476,10375078,856,-1250,239,-226,-80,394
"2020.04.29",1947.56,1984181,10525128,-4870,2358,2522,1213,38,1432
"2020.05.04",1895.37,1146855,10261902,17001,-9420,-8060,-4975,-1367,-2011
"2020.05.06",1928.76,1082526,8550700,-1,-3146,3090,932,-86,1974
"2020.05.07",1928.61,775657,7383335,2534,-3201,565,1363,-852,30
"2020.05.08",1945.82,784772,7941567,-2432,451,1705,1820,-360,442
"2020.05.11",1935.4,591282,7752760,5112,-1701,-3631,-1517,-614,-733
"2020.05.12",1922.17,799930,9681896,6057,-3105,-2985,-2926,544,-742
"2020.05.13",1940.42,618783,9012307,2154,-3177,935,-127,44,1015
"2020.05.14",1924.96,760646,9469021,7866,-5521,-2372,-664,174,-1732
"2020.05.15",1927.28,866357,9723312,2234,-4721,2426,416,-128,2130
"2020.05.18",1937.11,761695,9394306,301,-931,339,-245,-114,706
"2020.05.19",1980.61,773414,11918300,-11869,3658,8432,5235,1009,1909
"2020.05.20",1989.64,699446,8248632,-1819,788,981,-78,459,552
"2020.05.21",1998.31,601199,8636997,2904,764,-3882,-3422,-225,25
"2020.05.22",1970.13,847467,9509771,9362,-4749,-4485,-2513,-971,-763
"2020.05.25",1994.6,641458,7960324,958,-1415,347,-119,343,596
"2020.05.26",2029.78,1017804,12545313,-4799,141,3417,2660,47,967
"2020.05.27",2031.2,1178847,12635098,3216,-2153,-727,-646,-95,23
"2020.05.28",2028.54,1172134,14479213,-2842,604,2225,1033,-109,987
"2020.05.29",2029.6,1086214,14084590,1898,-1999,-201,-434,427,-233
"2020.06.01",2065.08,997348,9839657,-4455,1102,3250,949,223,1557
"2020.06.02",2087.19,1000332,10232916,-98,-472,350,-35,51,-87
"2020.06.03",2147.0,1152001,16998832,-13182,2050,11345,10332,1599,-1188
"2020.06.04",2151.18,1393307,16034002,-3349,458,2978,4782,-263,-910
"2020.06.05",2181.87,854591,12778905,-3195,-686,4054,3630,104,302
"2020.06.08",2184.29,854035,13145519,3790,76,-3716,-1192,-85,-1931
"2020.06.09",2188.92,817085,14689860,4132,-192,-3999,-1836,-652,-1483
"2020.06.10",2195.69,706294,12888183,-1693,-450,2158,2416,139,-265
"2020.06.11",2176.78,827381,16987056,12717,-1163,-11844,-7400,-738,-2987
"2020.06.12",2132.3,689896,14960780,5559,-2648,-2862,-2017,-1183,297
"2020.06.15",2030.82,1072277,18242464,12372,-4741,-7616,-3709,-1712,-1790
"2020.06.16",2138.05,973638,13837056,-5949,1029,4800,4155,-67,783
"2020.06.17",2141.05,927515,15458440,1525,-528,-1137,-1779,-115,907
"2020.06.18",2133.48,767184,11089871,2943,-1624,-832,-288,-347,221
"2020.06.19",2141.32,1079452,12300498,1647,511,-2164,-800,-748,-428
"2020.06.22",2126.73,789371,10098315,4302,-2533,-1934,-250,-640,-617
"2020.06.23",2131.24,917567,13496081,3504,-528,-2814,-1427,-830,-368
"2020.06.24",2161.51,913896,13324797,-73,3500,-3903,266,173,662
"2020.06.25",2112.37,1017720,10692627,13013,-2764,-10455,-6654,-1428,-2025
"2020.06.26",2134.65,761043,9821159,533,616,-1647,-1960,-493,865
"2020.06.29",2093.48,643155,9025867,5752,-2287,-3518,-2418,-679,-177
"2020.06.30",2108.33,708604,11699082,-1652,-718,2398,1338,-160,1223
"2020.07.01",2106.7,1116220,10232631,88,-1640,1508,1902,-370,-69
"2020.07.02",2135.37,1091965,10745168,-2133,-116,2163,2459,-723,312
"2020.07.03",2152.41,770054,8649543,-884,119,1068,999,-507,770
"2020.07.06",2187.93,666902,11656294,-3610,-2574,6232,5623,75,500
"2020.07.07",2164.17,847434,14858393,8579,-3915,-4594,-1007,-1177,-2051
"2020.07.08",2158.88,677810,11567569,6229,-3421,-2768,-1394,-1216,110
"2020.07.09",2167.9,619368,12029949,3168,101,-2879,-1628,-295,-637
"2020.07.10",2150.25,886987,12048058,10373,-3451,-7078,-4461,-1108,-1377
"2020.07.13",2186.06,650230,10462265,-2908,1023,2008,918,-62,1225
"2020.07.14",2183.61,810952,11633360,4186,50,-3958,-1678,-470,-1266
"2020.07.15",2201.88,830266,13641396,-5996,2687,3347,4468,-77,-592
"2020.07.16",2183.76,784637,11304254,3006,-1336,-1835,-264,-459,-970
"2020.07.17",2201.19,569297,10191102,-1121,1128,365,238,-220,94
"2020.07.20",2198.2,686819,12025004,4070,-753,-3292,-1690,-497,-389
"2020.07.21",2228.83,918483,15759332,-5677,4448,1435,3201,-1005,-416
"2020.07.22",2228.66,856218,15651892,2604,-11,-2418,-736,-1072,-378
"2020.07.23",2216.19,934542,16328982,7768,-2039,-5869,-3506,-1735,-581
"2020.07.24",2200.44,1001024,17156946,2881,876,-3678,-1173,-843,-1066
"2020.07.27",2217.86,928624,14256877,-2996,1584,1395,1968,161,-476
"2020.07.28",2256.99,866725,17516980,-10495,13060,-2220,-1440,318,-507
"2020.07.29",2263.16,899494,15500571,476,2936,-3368,-1346,-698,-929
"2020.07.30",2267.01,713039,13550209,64,2247,-2342,423,-428,-2151
"2020.07.31",2249.37,739688,13002293,4716,-556,-3861,-2659,-709,-352
"2020.08.03",2251.04,648462,13612906,6237,-2687,-3795,-2841,-411,-429
"2020.08.04",2279.97,722906,15287235,1844,-583,-1488,392,-205,-1142
"2020.08.05",2311.86,841298,17883092,4315,-516,-3666,-1277,-871,-1029
"2020.08.06",2342.61,797147,17831684,-850,1638,-801,2247,-993,-1446
"2020.08.07",2351.67,812594,17585764,8534,-737,-7870,-4018,-1313,-1833
"2020.08.10",2386.38,784617,19511320,3523,-1278,-2315,168,-1084,-430
"2020.08.11",2418.67,843437,19680402,-1737,1468,386,3822,-1298,-1292
"2020.08.12",2432.35,763734,16680055,3509,-1538,-2025,-404,-774,-889
"2020.08.13",2437.53,907218,18250022,1543,-3421,1873,4816,-1726,-1316
"2020.08.14",2407.49,968124,16595686,5963,-4619,-1244,2801,-1976,-1846
"2020.08.18",2348.24,909750,17572480,-5272,733,4761,6615,-1117,-1022
"2020.08.19",2360.54,637965,12367503,4584,-2665,-2022,142,-1096,-817
"2020.08.20",2274.22,903743,17101784,10739,-2728,-8214,-4850,-1628,-897
"2020.08.21",2304.59,865735,14111672,-1362,1970,-334,1078,-1376,9
"2020.08.24",2329.83,649276,11654192,-2600,1976,41,247,-336,51
"2020.08.25",2366.73,771584,13567979,-709,1570,-1233,-1338,-71,51
"2020.08.26",2369.32,956477,14435847,1929,1910,-4125,-3518,-207,-555
"2020.08.27",2344.45,913917,15184934,4664,-245,-4726,-3432,-722,-392
"2020.08.28",2353.8,1297312,15539938,1158,-2242,1225,1887,-277,49
"2020.08.31",2326.17,1647817,19494384,15696,-16326,-66,953,-630,-234
"2020.09.01",2349.55,1085245,16664315,2390,-2058,-566,790,-576,-306
"2020.09.02",2364.37,1429273,15793103,3342,-2560,-799,-41,-565,-74
"2020.09.03",2395.9,981546,17420976,-952,1939,-1351,-572,-173,-495
"2020.09.04",2368.25,1351039,19692978,12854,-4678,-7798,-5111,-1384,-1050
"2020.09.07",2384.22,1197385,17183376,5483,-2508,-2976,-1472,-144,-907
"2020.09.08",2401.91,979357,17297864,358,-299,-209,557,-1087,634
"2020.09.09",2375.81,946247,15502530,5129,-1116,-4298,-949,-1511,-1848
"2020.09.10",2396.48,1064574,15782939,663,3818,-4721,-1194,-1260,-2059
"2020.09.11",2396.69,882880,12068892,4533,-1498,-3110,-1276,-813,-946
"2020.09.14",2427.91,963082,12021767,-2876,1427,1074,2064,-454,-830
"2020.09.15",2443.58,849968,11840594,-765,2532,-2002,-1036,-903,144
"2020.09.16",2435.92,772938,11855356,1432,1792,-3051,-1118,-1370,-369
"2020.09.17",2406.17,853740,14235035,4587,-1244,-3358,-2139,-711,-442
"2020.09.18",2412.4,756516,13965196,-1405,1473,-158,763,-643,-91
"2020.09.21",2389.39,1041993,14215076,410,-783,392,1138,-473,-273
"2020.09.22",2332.59,1051028,17896724,9913,-143,-7691,-4898,-927,-1720
"2020.09.23",2333.24,735041,13562935,3252,-577,-2804,-2599,-207,-132
"2020.09.24",2272.7,714881,12469005,3289,-1922,-1571,-685,-481,-476
"2020.09.25",2278.79,697961,10181604,195,-898,728,789,-69,77
"2020.09.28",2308.08,605977,8971171,-1056,-589,1502,1816,124,-446
"2020.09.29",2327.89,646218,9487146,-1114,-736,1424,2018,634,-1543
"2020.10.05",2358.0,763618,10682774,-5500,1740,3852,2487,372,702
"2020.10.06",2365.9,861754,11131424,-2045,1726,198,-287,269,251
"2020.10.07",2386.94,737994,8971100,-3460,-953,4302,3934,-178,443
"2020.10.08",2391.96,961726,12530442,-1659,7604,-6150,-5570,430,-994
"2020.10.12",2403.73,843574,10693282,-2360,1392,845,789,-115,225
"2020.10.13",2403.15,724920,10203177,-332,2137,-1774,-1118,-75,-517
"2020.10.14",2380.48,901176,11018495,4128,-345,-3757,-957,-724,-1725
"2020.10.15",2361.21,1165501,13029475,3282,-184,-1169,-366,-651,-257
"2020.10.16",2341.53,920205,11141460,4892,-1710,-2036,875,-1091,-1610
"2020.10.19",2346.74,931645,10490729,-3424,344,2968,4506,205,-1623
"2020.10.20",2358.41,874293,11833547,-2925,437,2605,2223,-257,733
"2020.10.21",2370.86,812837,9864097,-1283,-246,1426,2151,-164,-1065
"2020.10.22",2355.05,815612,9774988,679,-734,76,433,-538,-131
"2020.10.23",2360.81,890384,10724121,-2723,388,2334,636,662,856
"2020.10.26",2343.91,822267,11654273,-1127,-1437,2718,828,861,722
"2020.10.27",2330.84,666941,11269186,1069,1046,-2497,-2305,-77,-256
"2020.10.28",2345.26,705770,8941027,1532,133,-1767,-1593,380,-153
"2020.10.29",2326.67,509768,10357788,9814,-5377,-4755,-3986,-236,-652
"2020.10.30",2267.15,795585,11782117,14140,-9780,-4438,-3274,-714,-295
"2020.11.02",2300.16,678501,8514452,-1086,507,487,-560,110,810
"2020.11.03",2343.31,887445,10874229,-6472,2138,4694,3107,478,1009
"2020.11.04",2357.32,986786,14835038,-1661,-2180,3427,3903,55,-222
"2020.11.05",2413.79,702037,12578752,-16218,11349,4862,4449,939,-448
"2020.11.06",2416.5,825568,12579332,-7975,7907,-44,641,72,-167
"2020.11.09",2447.2,1354862,14847225,-6789,3291,3564,5812,-139,-1659
"2020.11.10",2452.83,1464168,17981336,1872,1567,-3283,-2049,-821,-300
"2020.11.11",2485.87,1272038,18307324,-11907,8162,4019,4919,-849,65
"2020.11.12",2475.62,1278691,16420009,3537,4912,-8608,-6294,-818,-1329
"2020.11.13",2493.87,1072383,17043856,-5896,5215,948,1540,-519,138
"2020.11.16",2543.03,1239135,19088400,-1539,4617,-2856,1240,-884,-2003
"2020.11.17",2539.15,1267494,17795512,1531,3575,-5038,-2511,-1378,-574
"2020.11.18",2545.64,923504,13554047,-1268,676,780,2022,-1581,632
"2020.11.19",2547.42,976483,12515007,2017,1063,-3016,-1635,-845,-427
"2020.11.20",2553.5,1129500,12266185,1216,1039,-2264,-390,-1272,-175
"2020.11.23",2602.59,1649443,15763526,-8735,9834,-600,155,-495,391
"2020.11.24",2617.76,1364506,16886574,-245,7263,-6941,-2435,-1771,-2138
"2020.11.25",2601.54,1410104,21795848,5062,-369,-4001,1755,-2624,-2566
"2020.11.26",2625.91,1387435,12714565,2569,2539,-5188,-1837,-1566,-1686
"2020.11.27",2633.45,1196041,12641691,1945,785,-2794,-987,-1433,-303
"2020.11.30",2591.34,1311831,21231832,22206,-24278,2048,3331,-909,-98
"2020.12.01",2634.25,1151129,15947293,-3461,735,2676,3299,-133,-132
"2020.12.02",2675.9,1076203,17506704,-2447,5176,-2507,-1627,-310,-365
"2020.12.03",2696.22,817065,15605053,1780,2097,-3849,-1342,-970,-978
"2020.12.04",2731.45,1778896,19875836,-3432,7610,-4101,365,-1028,-2326
"2020.12.07",2745.44,1499265,17933012,9768,-629,-9237,-4211,-2414,-1841
"2020.12.08",2700.93,1415239,17157198,11228,-8450,-2701,136,-2105,-29
"2020.12.09",2755.47,1252304,17007606,-5062,1626,3058,5259,-319,-1584
"2020.12.10",2746.46,1227651,20630646,8913,-13636,4441,9249,-1091,-3976
"2020.12.11",2770.06,1215239,18329100,-477,-1627,2101,2972,-967,426
"2020.12.14",2762.2,1113630,17012252,10334,-3589,-7033,-4210,-883,-1304
"2020.12.15",2756.82,1093522,15537969,6077,-3736,-2375,-60,-962,-862
"2020.12.16",2771.79,1166637,13649676,-2403,934,2127,3211,-289,-97
"2020.12.17",2770.43,1015484,16275328,3252,-2584,-107,2248,-1267,-691
"2020.12.18",2772.18,1059143,19166224,3898,-1918,-1497,522,-1020,-813
"2020.12.21",2778.65,1139513,18972230,-855,-107,1322,518,92,914
"2020.12.22",2733.68,1260761,19881376,3694,-1696,-2029,-525,-1070,-71
"2020.12.23",2759.82,1121346,20281216,-3859,829,3017,3818,-939,350
"2020.12.24",2806.86,1030890,19984696,-8031,1192,6297,7585,271,-988
"2020.12.28",2808.6,1006249,24197780,-9460,780,8303,10957,-1001,-762
"2020.12.29",2820.51,1046839,19299048,21969,-3106,-19734,-14318,-2358,-1978
"2020.12.30",2873.47,1074033,17928854,-4916,2458,1959,5364,-1687,-1003
"2021.01.04",2944.45,1026510,25011392,10310,897,-11899,-1747,-5021,-3237
"2021.01.05",2990.57,1519911,26548380,7284,-2082,-5363,402,-1387,-3400
"2021.01.06",2968.21,1793418,29909396,17293,-3975,-13692,-4677,-3120,-4396
"2021.01.07",3031.68,1524654,27182808,-11836,1134,10339,16212,-450,-4411
"2021.01.08",3152.18,1297903,40909488,-5591,16435,-11479,-1732,-1176,-6090
"2021.01.11",3148.45,1712525,44433772,44921,-7176,-37432,-20213,-6052,-8278
"2021.01.12",3125.95,1390617,31407396,23124,-6189,-17239,-9488,-3695,-2878
"2021.01.13",3148.29,1578042,24725590,1691,1935,-3725,5142,-4030,-3232
"2021.01.14",3149.93,1233182,24122956,7127,6775,-14290,-4848,-2442,-5978
"2021.01.15",3085.9,1331079,23162292,21139,-7536,-14147,-6368,-1839,-5204
"2021.01.18",3013.93,1472048,23186884,5143,-2094,-2789,2367,-123,-4335
"2021.01.19",3092.66,1353312,24190452,-10254,4100,5940,10056,-85,-3923
"2021.01.20",3114.55,1192695,24628056,14368,-2368,-12345,-7132,-650,-3949
"2021.01.21",3160.84,1360065,25279964,-625,3683,-2927,2425,-286,-2702
"2021.01.22",3140.63,1111222,24305356,16083,-2680,-13648,-6674,-2354,-3753
"2021.01.25",3208.99,1093652,21172002,-5712,2793,3688,7480,-823,-2073
"2021.01.26",3140.31,873023,21874952,42050,-19699,-22520,-7802,-5084,-6433
"2021.01.27",3122.56,924582,20147108,10604,-6216,-3961,1220,-2115,-2616
"2021.01.28",3069.05,1310454,23007882,19294,-15670,-3794,-1139,122,-2599
"2021.01.29",2976.21,995071,24350308,16971,-14220,-2544,-211,-1031,-1160
"2021.02.01",3056.53,969262,20724668,-7825,1319,6892,7329,1596,-2078
"2021.02.02",3096.81,887313,19143872,-1883,1966,-131,4055,-24,-3664
"2021.02.03",3129.68,901788,22427782,1239,4265,-5740,-2096,372,-3576
"2021.02.04",3087.55,1460945,20648472,24704,-6394,-18357,-12804,-1518,-3756
"2021.02.05",3120.63,1193486,19789812,-4021,1900,2343,5570,-491,-2008
"2021.02.08",3091.24,1277207,19312220,847,-3584,2805,5303,-17,-2206
"2021.02.09",3084.67,2145388,18389342,487,-2223,1568,3466,657,-2239
"2021.02.10",3100.58,2152916,18333692,1302,7520,-9166,-5278,-176,-3224
"2021.02.15",3147.0,1604653,16944152,-3526,7317,-4193,-1683,-1,-2451
"2021.02.16",3163.25,1944395,17171320,4226,2416,-6685,-3095,-223,-2802
"2021.02.17",3133.73,1784126,16846120,18107,-4815,-13465,-8498,-1357,-3538
"2021.02.18",3086.66,1860566,18141180,14677,-8571,-6130,-2276,-429,-3286
"2021.02.19",3107.62,3455504,19720468,3742,-2981,-656,1208,-759,-856
"2021.02.22",3079.75,1831955,18224656,7497,-3155,-4601,182,-761,-3831
"2021.02.23",3070.09,2357758,17661156,773,-2955,3387,3701,135,-211
"2021.02.24",2994.98,1560930,21519850,5614,6366,-825,2588,-1036,-1976
"2021.02.25",3099.69,1280086,17213950,-19361,9701,9749,10271,404,-345
"2021.02.26",3012.95,1361310,21504876,37785,-28174,-10301,-8916,-602,-1145
"2021.03.02",3043.87,1749871,18852144,-6249,2081,4371,5540,347,-1084
"2021.03.03",3082.99,2236687,14714276,-6631,-119,6896,6508,784,-472
"2021.03.04",3043.49,1278951,17149584,21992,-9293,-12840,-9612,-132,-3220
"2021.03.05",3026.26,1187225,16767185,11931,-3734,-8043,-5186,-753,-1954
"2021.03.08",2996.11,1928301,15786853,5253,-1258,-3777,-873,-107,-2728
"2021.03.09",2976.12,1534217,18419498,3631,-5305,2920,3513,-365,-421
"2021.03.10",2958.12,905646,13586638,4006,4803,-8891,-789,-307,-2657
"2021.03.11",3013.7,1349204,16024119,-11110,17069,-5917,-3936,713,-3022
"2021.03.12",3054.39,1669085,13112978,-5997,4070,1833,2366,383,-850
"2021.03.15",3045.71,1161784,12580943,5105,-2133,-3002,-3237,-512,1105
"2021.03.16",3067.17,1123921,12930136,-2340,-262,2491,1561,234,851
"2021.03.17",3047.5,814990,13933301,10483,-5240,-5339,-1723,-1096,-2421
"2021.03.18",3066.01,1232596,15133171,-6174,4823,1344,3342,152,-1893
"2021.03.19",3039.53,1068468,16337600,16029,-5806,-10018,-5917,-1600,-2196
"2021.03.22",3035.46,915739,13348889,5831,-5465,-339,2628,-879,-1744
"2021.03.23",3004.74,1331209,16167128,10170,-4769,-5409,-691,-1139,-3399
"2021.03.24",2996.35,978431,13400024,8963,-4780,-4335,-670,-1312,-2262
"2021.03.25",3008.33,940353,13434687,1725,-827,-1273,1585,-467,-2288
"2021.03.26",3041.01,1036383,15837825,-4195,2957,1389,1850,89,-525
"2021.03.29",3036.04,1288846,16736098,6592,496,-7031,-4603,-296,-1657
"2021.03.30",3070.0,1023074,14149217,-6048,3467,2539,2959,-280,-261
"2021.03.31",3061.42,1146989,14537437,6435,-2938,-3488,-3173,48,-290
"2021.04.01",3087.4,922680,14035773,-4155,5748,-1617,-117,-157,-1019
"2021.04.02",3112.8,792704,13442350,-9488,5634,3715,4527,-324,-238
"2021.04.05",3120.83,1084791,13010540,2129,1706,-3812,-1548,-200,-1948
"2021.04.06",3127.08,1279017,13676601,-378,5817,-5133,-3346,165,-1531
"2021.04.07",3137.41,1984773,14490176,-219,3242,-3267,-830,-536,-1400
"2021.04.08",3143.26,1357293,17080032,3641,1079,-4821,-3511,-94,-1477
"2021.04.09",3131.88,1823162,15093694,7190,-1525,-5762,-3197,-52,-2170
"2021.04.12",3135.59,1048782,13288261,6878,-3247,-3862,-2317,-62,-1220
"2021.04.13",3169.08,1741348,16363773,-4648,4427,87,1431,14,-1049
"2021.04.14",3182.38,1776265,15552014,-3003,1050,1780,3868,-562,-1284
"2021.04.15",3194.33,1312991,17671286,2849,2632,-5045,-841,268,-4045
"2021.04.16",3198.62,985278,15542110,4701,2765,-4674,-3832,-977,531
"2021.04.19",3198.84,1060619,15378168,3955,-3201,-1314,185,-1100,-372
"2021.04.20",3220.7,1296160,14508206,-3902,3281,463,3003,-1343,-1293
"2021.04.21",3171.66,1767090,16916024,27116,-14286,-12837,-7632,-2266,-2615
"2021.04.22",3177.52,1752691,14862861,3527,-1532,-2329,-571,437,-1984
"2021.04.23",3186.1,2253793,15653205,2268,-240,-2123,170,-218,-2018
"2021.04.26",3217.53,1298330,15753767,-3385,3922,-462,220,96,-752
"2021.04.27",3215.42,1534230,17177220,4484,-1667,-1064,844,-582,-1125
"2021.04.28",3181.47,1412620,18379828,10572,-5929,-4347,-843,-2592,-771
"2021.04.29",3174.07,1222430,19126666,348,-192,-115,829,-219,-607
"2021.04.30",3147.86,1359455,19207526,7876,-5628,-1934,-1604,598,-826
"2021.05.03",3127.2,1041199,16975830,5877,-4404,-1391,-1062,-170,33
"2021.05.04",3147.37,1283829,15962437,-1194,-730,1679,687,781,322
"2021.05.06",3178.74,1239403,16626445,-896,-984,2001,1927,345,-163
"2021.05.07",3197.2,989680,15206303,-1457,-1950,3482,3170,9,362
"2021.05.10",3249.3,1011267,17187180,-11984,2357,9705,7841,1639,218
"2021.05.11",3209.43,1096717,21883488,35602,-20222,-13513,-11600,-474,-1405
"2021.05.12",3161.66,1424059,22458066,29895,-27005,-2574,-2133,-899,957
"2021.05.13",3122.11,1095948,21059804,14425,-14298,24,702,27,-966
"2021.05.14",3153.32,836404,14493543,4044,-4190,393,-819,208,932
"2021.05.17",3134.52,771305,14552523,7197,-6000,-1444,-893,-233,64
"2021.05.18",3173.05,786143,13898610,-6398,-3473,9741,9634,-26,220
"2021.05.20",3162.28,774252,13719656,8222,-5115,-2818,-897,-394,-373
"2021.05.21",3156.42,797262,14789457,594,-1351,568,1120,-194,-244
"2021.05.24",3144.3,587968,11604047,1760,-2233,370,682,-197,275
"2021.05.25",3171.32,612976,11728027,-9679,683,8838,7953,514,242
"2021.05.26",3168.43,1269999,13173015,-2398,-187,2870,2626,516,-213
"2021.05.27",3165.51,1082006,20682336,155,-2448,2354,2735,200,198
"2021.05.28",3188.73,966367,13533299,-8948,1447,7371,5779,1076,489
"2021.05.31",3203.92,1123524,14017446,2477,5192,-7741,-6693,507,-984
"2021.06.01",3221.87,1472570,15270803,-6218,-539,6778,6162,242,536
"2021.06.02",3224.23,1495671,17740840,3109,363,-3155,-2279,71,-209
"2021.06.03",3247.43,1584799,16890460,-6836,2363,4482,3499,-41,1084
"2021.06.04",3240.08,1392319,16051031,4698,1756,-6585,-6130,-807,177
"2021.06.07",3252.12,1733348,19023220,613,-1833,1216,1314,-244,262
"2021.06.08",3247.83,1951319,19352172,-447,-2060,2619,3735,-109,-900
"2021.06.09",3216.18,1964923,17164708,7871,-3295,-4585,-2605,-1298,-482
"2021.06.10",3224.64,1896766,19170540,3875,7177,-11250,-8485,773,-3252
"2021.06.11",3249.32,1645508,17956256,-4713,1764,2667,-313,1237,1720
"2021.06.14",3252.13,1664527,15262485,3515,-103,-3330,-2625,-314,-173
"2021.06.15",3258.63,1734497,14838275,1994,-1190,-360,-453,-367,825
"2021.06.16",3278.68,2345810,16297981,-3259,2866,327,287,-97,500
"2021.06.17",3264.96,1848671,14672132,10356,-3126,-7132,-5033,-1495,-288
"2021.06.18",3267.93,1627658,17492732,8859,-7071,-1789,1973,-1641,-171
"2021.06.21",3240.79,1508634,17291260,19770,-8920,-10824,-6155,-1782,-2330
"2021.06.22",3263.88,1666696,15512033,-3826,3625,-71,-197,250,307
"2021.06.23",3276.19,1069174,17865268,828,-98,-294,1287,-1474,121
"2021.06.24",3286.1,1301271,21426510,-459,-1028,1349,3397,-840,-395
"2021.06.25",3302.84,1198187,18618608,-8190,2451,5885,5668,-221,475
"2021.06.28",3301.89,1428764,13796055,3988,-849,-3055,-1868,-55,-789
"2021.06.29",3286.68,1213046,15509502,12320,708,-8929,-4126,-4194,416
"2021.06.30",3296.68,1610375,15646662,310,39,-506,-446,-467,324
"2021.07.01",3282.06,1159231,16075974,12660,-4056,-8303,-5871,-486,-2066
"2021.07.02",3281.78,1019998,15437887,3534,-1212,-2226,-987,-343,-759
"2021.07.05",3293.21,850406,14529926,-2633,8,2634,2110,45,405
